cleaned_data,full_household_identifier,time_of_interview,final_survey_outcome_code,final_survey_outcome,type_of_housing_unit_code,type_of_housing_unit,household_type_code,household_type,has_telephone_code,has_telephone,has_telephone_reachable_code,has_telephone_reachable,is_telephone_acceptable_code,is_telephone_acceptable,type_of_interview_code,type_of_interview,family_income_range_code,family_income_range,geo_div_code,geo_div,race_code,race
0001107579857511220170100100-10101-10106-1-1-1001258634701020107-100020601101002-1-1-1-10360010336600971103380000-1-103-159001010102-1023602-109-102-1010201020102057057057010000020402-1-102-102-1-1-1-1-1-10202-1-1-1-1-1-1-10-1-1-1-1-1-1-1-1-1-1-10-1-1-1000-1-1-1-1-1-1-1-1-1-1-1-1-10-1-1-1-1-1010102-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-101-104-10205901-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-101-100020201-1-1-1-1059-1050311-1-1-1-1-1-1-10402000000-1-1000000-1-1-1010204-10106-122-122-1-105-110-1060101-100-1-1-1-100-100-100-100-10-1000000-10-1-1000000-1000000-10-1-1-1-1-1-1-1-1-1-1-1-1-100125863470022669672000000000000159559730015986950000001-1-1-100000100-100500000000001000000-1-1-1010000-1-1-1-1-1-1-101-1-1-1-1-1-1-1-1-1-1-1-1-100000001000000-1-1-1-1-1-1-1-1-1-1-1000000-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-10427302-1-1-1-1-1-1010101-1-1-100160687225090936000-100-107-1-1-1-1-100-1-1-1-1-150500101010202020202020200000000000000-1-1-1-1-102-1-120000000000000000000000000000000000000000000000000A,00011075798575106011,2017/12,001,FULLY COMPLETE CATI INTERVIEW,01,"HOUSE, APARTMENT, FLAT",01,HUSBAND/WIFE PRIMARY FAMILY (NEITHER AF),01,YES,-1,Unknown,01,YES,-1,Unknown,06,"15,000 TO 19,999",6,EAST SOUTH CENTRAL,02,Black Only
0001107650709351220170120100-10101-10116-1-1-10017523079010201050200030601102002-1-1-1-10360010336600971103380000-1-101-172001020101-1024401-109-101-1010101020102057057057010000010503-1-102-1-1-1-1-102-1-1-1-1-1-1-1-1-1-1-10-1-1-1-1-1-1-1-1-1-1-10-1-1-1000-1-1-1-1-1-1-1-1-1-1-1-1-10-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-10-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-102-10004-1-1-1-1-1-10-1-1-1000102-1-1-1-1-1-1-1-1000000-1-1000000-1-1-100-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-100-1-1-1-100-100-100-100-10-1000000-10-1-1000000-1000000-10-1-1-1-1-1-1-1-102-1-1-1-100175230790000000000000000000000152567120015072530000000-1-1-100000100-100500000000000000000-1-1-100000000-1-1-1-1-1-101-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-10101010101010101010101-1-1-1-1-1-1-1-1-1-1-10000-1-1-1-1-1-1010101-1-1-12632501-1-1-1-1-1-1010101-1-1-1001544140800-100-100-100-1-1-104-1-1-100-1-1-1-1-150500101010202020202020200000000000000-1-1-1-1-102-1-100000000000000000000000000000000000000000000000000A,00011076507093506011,2017/12,201,CAPI COMPLETE,01,"HOUSE, APARTMENT, FLAT",01,HUSBAND/WIFE PRIMARY FAMILY (NEITHER AF),01,YES,-1,Unknown,01,YES,02,TELEPHONE,16,"150,000 OR MORE",6,EAST SOUTH CENTRAL,01,White Only
0001107650709351220170120100-10101-10116-1-1-10017523079010201050200030601102002-1-1-1-10360010336600971103380000-1-103-172001010202-1024401-109-102-1010201020102057057057010000020503-1-102-1-1-1-1-102-1-1-1-1-1-1-1-1-1-1-10-1-1-1-1-1-1-1-1-1-1-10-1-1-1000-1-1-1-1-1-1-1-1-1-1-1-1-10-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-10-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-102-10004-1-1-1-1-1-10-1-1-1000102-1-1-1-1-1-1-1-1000000-1-1000000-1-1-100-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-100-1-1-1-100-100-100-100-10-1000000-10-1-1000000-1000000-10-1-1-1-1-1-1-1-102-1-1-1-100175230790000000000000000000000175230790017710843000000-1-1-100000100-100500000000001000000-1-1-100000000-1-1-1-1-1-101-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-10101010101010101010101-1-1-1-1-1-1-1-1-1-1-10000-1-1-1-1-1-1010101-1-1-12632502-1-1-1-1-1-1010101-1-1-1001771035600-100-100-100-1-1-1-1-1-1-100-1-1-1-1-150500101010202020202020200000000000000-1-1-1-1-102-1-100000000000000000000000000000000000000000000000000A,00011076507093506011,2017/12,201,CAPI COMPLETE,01,"HOUSE, APARTMENT, FLAT",01,HUSBAND/WIFE PRIMARY FAMILY (NEITHER AF),01,YES,-1,Unknown,01,YES,02,TELEPHONE,16,"150,000 OR MORE",6,EAST SOUTH CENTRAL,01,White Only
000110765070935122017-122600-101-1-100-1-101-1-10000000003000002-1000207011-10-1-1-1-1-10360010336600971103380000-1-1-1-1-10-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-10-10-10-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-10-1-1-1-1-1-1-1-1-1-1-10-1-1000-1-1-1-1-1-1-1-1-1-1-1-1-1-10-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-10-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-10-1-1-1-1-1-1-1-1-1-1-1-1-1000000-1-1000000-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-100-100-100-1000-1-10000000-1-1-1000000-10000000-1-1-1-1-1-1-1-1-1-1-1-1-1-100000000-100000000-100000000-100000000-100000000-1-1-1-1-1-100010100-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-13782301-1-1-1-1-1-1-1-1-1-1-1-1-100000000-100-100-100-100-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-101-1-1-1-1-1-1-1-1-1-1-100000000000000000000000000000000000000000000A,00011076507093507011,2017/12,226,VACANT REGULAR,01,"HOUSE, APARTMENT, FLAT",00,NON-INTERVIEW HOUSEHOLD,-1,Unknown,-1,Unknown,00,Unknown,-1,Unknown,-1,Unknown,6,EAST SOUTH CENTRAL,-1,Unknown
0001108140311111220170220100-10102020012-1-1-10015792511010107030102020711101002-1-1-1-10360010138200001105000000-1-102-146006-10202-1024302-109-101-1000002020702057057057010000020101-1-1-1-1-1-1-1-1-1-1-1-1-1-1-102-140-1-1040-1-1-1-102-102-140-1040-1-1000020505-102030502-1-1-1-1-10-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-10-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-101-11801010104-1-1-10-1-1-10102-1-1-1-1-1-1-10404000000-1-100000003-1-1010204-10106-140-108-10110-102-10101010100-1-1-1-100-100-100-100-10-1000000-10-1-1000000-1000000-10-1-1-1-1-1-1-1-1-102-1-10200157925110000000000000000000000157925110015735443000001-1-1-100000000-100504300010001114200114111010000-101010001000101000101010001000101-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1004141-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-14101016436501-1-1-1-1-1-1010101-1-1-100157797557860231000-100-115-1-1-1-1-141-1-1-1-1-150500101010202020202020241414141414141-1-1-1-1-102-1-100000000000000000000000000000000000000000000000000A,00011081403111107111,2017/12,201,CAPI COMPLETE,01,"HOUSE, APARTMENT, FLAT",07,CIVILIAN FEMALE PRIMARY INDIVIDUAL,02,NO,02,NO,00,Unknown,01,PERSONAL,12,"50,000 TO 59,999",6,EAST SOUTH CENTRAL,02,Black Only
000110840613601122017-122600-101-1-100-1-101-1-10000000003000008-1000206111-10-1-1-1-1-10360010138200001105000000-1-1-1-1-10-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-10-10-10-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-10-1-1-1-1-1-1-1-1-1-1-10-1-1000-1-1-1-1-1-1-1-1-1-1-1-1-1-10-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-10-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-10-1-1-1-1-1-1-1-1-1-1-1-1-1000000-1-1000000-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-100-100-100-1000-1-10000000-1-1-1000000-10000000-1-1-1-1-1-1-1-1-1-1-1-1-1-100000000-100000000-100000000-100000000-100000000-1-1-1-1-1-100010100-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-11691601-1-1-1-1-1-1-1-1-1-1-1-1-100000000-100-100-100-100-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-101-1-1-1-1-1-1-1-1-1-1-100000000000000000000000000000000000000000000A,00011084061360106111,2017/12,226,VACANT REGULAR,01,"HOUSE, APARTMENT, FLAT",00,NON-INTERVIEW HOUSEHOLD,-1,Unknown,-1,Unknown,00,Unknown,-1,Unknown,-1,Unknown,6,EAST SOUTH CENTRAL,-1,Unknown
0001110140311411220170120100-10101-10115-1-1-10016044813010401080102020601102002-1-1-1-10360010138200001105000000-1-101-132001020102-1024401-103-101-1010101020102057057057010000010101-1-1-1-1-1-1-1-1-1-1-1-1-1-1-102-140-1-1040-1-1-1-102-102-140-1040-1-1000020505-102030502-1-1-1-1-10-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-10-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-101-11801010104-1-1-10-1-1-10102-1-1-1-10102010404000000-1-1000000040303010204-10106-142-102-10110-101-101010101010203020200-100-100-100-10-1001250000-1-1000000-1000000-10-1-10202-1-1-1-1-102-1-1020016044813002191004600607632160015421313001506452905020100-1-100000100-100500000000001000000-1-1-1010000-101010001000101000101010001000101-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1000000-1-1-10000010101-1-1010000010000-1-1-10001012629401-1-1-1-1-1-1010101-1-1-100153970288170073500-100-116-1-1-1-1-100-1-1-1-1-150500101010202020202020200000000000023-1-1-1-1-101010120202000000000000000000000000000000000000000000000A,00011101403114106011,2017/12,201,CAPI COMPLETE,01,"HOUSE, APARTMENT, FLAT",01,HUSBAND/WIFE PRIMARY FAMILY (NEITHER AF),01,YES,-1,Unknown,01,YES,01,PERSONAL,15,"100,000 TO 149,999",6,EAST SOUTH CENTRAL,01,White Only
0001110140311411220170120100-10101-10115-1-1-10016044813010401080102020601102002-1-1-1-10360010138200001105000000-1-103-134001010202-1024301-103-102-1010201020102057057057010000020101-1-1-1-1-1-1-1-1-1-1-1-1-1-1-102-140-1-1040-1-1-1-102-102-140-1040-1-1000020505-102030502-1-1-1-1-10-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-10-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-101-11801010104-1-1-10-1-1-10102-1-1-1-10102010304000000-1-1000000040303010203-10209-140-108-10110-102-101-10101010205020200-100-100-100-10-1000807690-1-1000000-1000000-10-1-101-1-1-1-1-1-102-1-1020016044813002285089400625610260016044813001598363905020100-1-100000100-100500000000001000000-1-1-1010000-101010001000101000101010001000101-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1000000-1-1-10000010101-1-1010000010001-1-1-10001012629402-1-1-1-1-1-1010101-1-1-100159891317860231000-100-115-1-1-1-1-100-1-1-1-1-150500101010202020202020200000000000023-1-1-1-1-101010120202000000000000000000000000000000000000000000000A,00011101403114106011,2017/12,201,CAPI COMPLETE,01,"HOUSE, APARTMENT, FLAT",01,HUSBAND/WIFE PRIMARY FAMILY (NEITHER AF),01,YES,-1,Unknown,01,YES,01,PERSONAL,15,"100,000 TO 149,999",6,EAST SOUTH CENTRAL,01,White Only
0001110140311411220170120100-10101-10115-1-1-10016044813010401080102020601102002-1-1-1-10360010138200001105000000-1-10401010-1-102-1-1-1-101-103-104-101030102-101057057057010000-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-10-1-1-1-1-1-1-1-1-1-1-10-1-1-1000-1-1-1-1-1-1-1-1-1-1-1-1-10-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-10-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-10-1-1-1-1-1-1-1-1-1-1-1-1-1-1000000-1-1000000-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-100-1-1-1-100-100-100-100-10-1000000-10-1-1000000-1000000-10-1-1-1-1-1-1-1-1-1-1-1-1-1003117159100000000000000000000003117159100000000000000-1-1-1-100000100-1001000000000-1000000-1-1-1-100-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-12629404-1-1-1-1-1-1000000-1-1-1000000000000-100-100-100-1-1-1-1-1-1-10101020101-100000000-1-1-1-1-1-1-1-1-1-1-1-1-1-123-1-1-1-1-1-1-1-1-1-1-100000000000000000000000000000000000000000000A,00011101403114106011,2017/12,201,CAPI COMPLETE,01,"HOUSE, APARTMENT, FLAT",01,HUSBAND/WIFE PRIMARY FAMILY (NEITHER AF),01,YES,-1,Unknown,01,YES,01,PERSONAL,15,"100,000 TO 149,999",6,EAST SOUTH CENTRAL,01,White Only
0001110140311411220170120100-10101-10115-1-1-10016044813010401080102020601102002-1-1-1-10360010138200001105000000-1-10401030-1-102-1-1-1-101-103-103-101030102-101057057057010000-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-10-1-1-1-1-1-1-1-1-1-1-10-1-1-1000-1-1-1-1-1-1-1-1-1-1-1-1-10-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-10-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-10-1-1-1-1-1-1-1-1-1-1-1-1-1-1000000-1-1000000-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-100-1-1-1-100-100-100-100-10-1000000-10-1-1000000-1000000-10-1-1-1-1-1-1-1-1-1-1-1-1-1003370500300000000000000000000003370500300000000000000-1-1-1-100000100-1001000000000-1000000-1-1-1-100-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-12629403-1-1-1-1-1-1000000-1-1-1000000000000-100-100-100-1-1-1-1-1-1-10101020101-100000000-1-1-1-1-1-1-1-1-1-1-1-1-1-123-1-1-1-1-1-1-1-1-1-1-100000000000000000000000000000000000000000000A,00011101403114106011,2017/12,201,CAPI COMPLETE,01,"HOUSE, APARTMENT, FLAT",01,HUSBAND/WIFE PRIMARY FAMILY (NEITHER AF),01,YES,-1,Unknown,01,YES,01,PERSONAL,15,"100,000 TO 149,999",6,EAST SOUTH CENTRAL,01,White Only
0001110860552251220170100100-11201-10108-1-1-1001258634701011007-100020601101002-1-1-1-10360010138200001105000000-1-102-172004-10202-1023902-109-101-1000002020502057057057010000010503-1-102-1-1-101-102-1-1-1-1-1-1-1-1-1-1-10-1-1-1-1-1-1-1-1-1-1-10-1-1-1000-1-1-1-1-1-1-1-1-1-1-1-1-10-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-10-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-102-10004-1-1-1-1-1-10-1-1-1000102-1-1-1-1-1-1-1-1000000-1-1000000-1-1-100-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-100-1-1-1-100-100-100-100-10-1000000-10-1-1000000-1000000-10-1-1-1-1-1-1-1-102-1-1-1-100125863470017925375000000000000125863470012624635000000-1-1-100000100-100500000010001000000-1-1-100000000-1-1-1-1-1-101-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-10101010101010101010101-1-1-1-1-1-1-1-1-1-1-10000-1-1-1-1-1-1010101-1-1-1042620101-1-1-1-1-1000101-1-1-1001262583900-100-100-100-1-1-1-1-1-1-100-1-1-1-1-150500101010202020202020200000000000000-1-1-1-1-102-1-120000000000000000000000000000000000000000000000000A,00011108605522506011,2017/12,001,FULLY COMPLETE CATI INTERVIEW,12,OTHER UNIT NOT SPECIFIED ABOVE,10,GROUP QUARTERS WITHOUT FAMILY,01,YES,-1,Unknown,01,YES,-1,Unknown,08,"25,000 TO 29,999",6,EAST SOUTH CENTRAL,02,Black Only
0001111829056091220170120100-10101-10001-1-1-10012586347010204070101020601101002-1-1-1-10360010138200001105000000-1-101-166006-10202-1023902-109-101-1010101020702057057057010000010503-1-102-1-1-101-102-1-1-1-1-1-1-1-1-1-1-10-1-1-1-1-1-1-1-1-1-1-10-1-1-1000-1-1-1-1-1-1-1-1-1-1-1-1-10-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-10-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-102-10004-1-1-1-1-1-10-1-1-1000102-1-1-1-1-1-1-1-1000000-1-1000000-1-1-100-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-100-1-1-1-100-100-100-100-10-1000000-10-1-1000000-1000000-10-1-1-1-1-1-1-1-102-1-1-1-100125863470017925375000000000000125863470012624635000000-1-1-100000100-100500000010001000000-1-1-100000000-1-1-1-1-1-101-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-10101010101010101010101-1-1-1-1-1-1-1-1-1-1-10000-1-1-1-1-1-1010101-1-1-1112610101-1-1-1-1-1000101-1-1-1001262583900-100-100-100-1-1-1-1-1-1-100-1-1-1-1-150500101010202020202020200000000000000-1-1-1-1-102-1-120000000000000000000000000000000000000000000000000A,00011118290560906011,2017/12,201,CAPI COMPLETE,01,"HOUSE, APARTMENT, FLAT",04,UNMARRIED CIV. FEMALE-PRIM FAM HHLDER,01,YES,-1,Unknown,00,Unknown,01,PERSONAL,01,"LESS THAN $5,000",6,EAST SOUTH CENTRAL,02,Black Only
0001111829056091220170120100-10101-10001-1-1-10012586347010204070101020601101002-1-1-1-10360010138200001105000000-1-1040136006-10102-1023102-109-102-1010301020702057057057010000020604-1-102-1-1-1-101-1-1-1-1-1-1-1-1-1-1-1-10-1-1-1-1-1-1-1-1-1-1-10-1-1-1000-1-1-1-1-1-1-1-1-1-1-1-1-10-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-10-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-102-10004-1-1-1-1-1-10-1-1-1000102-1-1-1-1-1-1-1-1000000-1-1000000-1-1-100-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-100-1-1-1-100-100-100-100-10-1000000-10-1-1000000-1000000-10-1-1-1-1-1-1-1-10202-1-10200226661120032203196000000000000226661120024597276000000-1-1-100000100-100000000010001000000-1-1-100000001-1-1-1-1-1-101-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-10101010101010101010101-1-1-1-1-1-1-1-1-1-1-10000-1-1-1-1-1-10101010001011126102-1-1-1-1-1-1010101-1-1-1002506945900-100-100-100-1-1-1-1-1-1-100-101-101-150000100010202020202020200000000000000-1-1-1-1-102-1-120000000000000000000000000000000000000000000000000A,00011118290560906011,2017/12,201,CAPI COMPLETE,01,"HOUSE, APARTMENT, FLAT",04,UNMARRIED CIV. FEMALE-PRIM FAM HHLDER,01,YES,-1,Unknown,00,Unknown,01,PERSONAL,01,"LESS THAN $5,000",6,EAST SOUTH CENTRAL,02,Black Only
0001200471709251220170120100-10102020101-1-1-10014490401010106060101000611401002-1-1-1-10360010138200001105000000-1-102-150004-10102-1023702-109-101-1000002020502057057057010000010604-1-102-1-1-1-1-1-101-1-1-1-1-1-1-1-1-1-10-1-1-1-1-1-1-1-1-1-1-10-1-1-1000-1-1-1-1-1-1-1-1-1-1-1-1-10-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-10-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-102-10004-1-1-1-1-1-10-1-1-1000102-1-1-1-1-1-1-1-1000000-1-1000000-1-1-100-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-100-1-1-1-100-100-100-100-10-1000000-10-1-1000000-1000000-10-1-1-1-1-1-1-1-10202-1-10200144904010000000000000000000000144904010014229189000000-1-1-100000000-100500000010001000000-1-1-100000001-1-1-1-1-1-101-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-10101010101010101010101-1-1-1-1-1-1-1-1-1-1-10000-1-1-1-1-1-10101010001014090501-1-1-1-1-1-1010101-1-1-1001455150500-100-100-100-1-1-1-1-1-1-100-1-1-1-1-150500101010202020202020200000000000000-1-1-1-1-10101-100000000000000000000000000000000000000000000000000A,00012004717092506114,2017/12,201,CAPI COMPLETE,01,"HOUSE, APARTMENT, FLAT",06,CIVILIAN MALE PRIMARY INDIVIDUAL,02,NO,02,NO,01,YES,01,PERSONAL,01,"LESS THAN $5,000",6,EAST SOUTH CENTRAL,02,Black Only
0003608120111081220170120100-10101-30015-1-1-10014321287010201020102020711102002-1-1-1-10360010266200001103000000-1-101-158001020102-1024601-109-101-1010101020102057057057010000010101-1-1-1-1-1-1-1-1-1-1-1-1-1-1-102-145-1-1045-1-1-1-102-1011055-1055-1-1000020505-102030502-1-1-1-1-10-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-10-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-101-12101010105-1-1-10-1-1-10102-1-1-1-1-1-1-10104000000-1-100000003-1-1010201-10207-151-107-10113-102-101-1010100-1-1-1-100-100-100-100-10-1000000-10-1-1000000-1000000-10-1-1-1-1-1-1-1-1-1-1-1-1-100143212870000000000000000000000161445360015891721000001-1-1-1004303005300504300000001110000134313010000-101010001000101000101010001000101-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1000041-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-15908401-1-1-1-1-1-1010101-1-1-100160985189590210000-100-121-1-1-1-1-141-1-1-1-1-150500101010202020202020200000000000043-1-1-1-1-101010100000000000000000000000000000000000000000000000000A,00036081201110807111,2017/12,201,CAPI COMPLETE,01,"HOUSE, APARTMENT, FLAT",01,HUSBAND/WIFE PRIMARY FAMILY (NEITHER AF),01,YES,-3,Unknown,00,Unknown,01,PERSONAL,15,"100,000 TO 149,999",6,EAST SOUTH CENTRAL,01,White Only
0003608120111081220170120100-10101-30015-1-1-10014321287010201020102020711102002-1-1-1-10360010266200001103000000-1-103-135001010202-1024401-109-102-1010201020102057057057010000020101-1-1-1-1-1-1-1-1-1-1-1-1-1-1-102-145-1-1045-1-1-1-102-1011055-1055-1-1000020505-102030502-1-1-1-1-10-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-10-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-101-12101010105-1-1-10-1-1-10102-1-1-1-1-1-1-10104000000-1-100000003-1-1010201-10207-151-107-10113-102-101-1010100-1-1-1-100-100-100-100-10-1000000-10-1-1000000-1000000-10-1-1-1-1-1-1-1-1-102-1-10200143212870000000000000000000000143212870014209804000001-1-1-1004303005300504300000001110000134313010000-101010001000101000101010001000101-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1000041-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-14101015908402-1-1-1-1-1-1010101-1-1-100142538529590210000-100-121-1-1-1-1-141-1-1-1-1-150500101010202020202020200000000000043-1-1-1-1-101010100000000000000000000000000000000000000000000000000A,00036081201110807111,2017/12,201,CAPI COMPLETE,01,"HOUSE, APARTMENT, FLAT",01,HUSBAND/WIFE PRIMARY FAMILY (NEITHER AF),01,YES,-3,Unknown,00,Unknown,01,PERSONAL,15,"100,000 TO 149,999",6,EAST SOUTH CENTRAL,01,White Only
